"日付","市区町村","全人口","全人口接種1回目","全人口接種2回目","全人口接種率1回目","全人口接種率2回目","高齢者人口","高齢者接種1回目","高齢者接種2回目","高齢者接種率1回目","高齢者接種率2回目"
2021/07/13,（全国）,127138033,33087100,18902260,26.02,14.87,35486339,27812371,17895237,78.37,50.43
2021/07/13,（沖縄県）,1481547,304475,161213,20.55,10.88,323501,242471,145442,74.95,44.96
2021/07/13,那覇市,322011,54164,28756,16.82,8.93,74092,49538,27356,66.86,36.92
2021/07/13,宜野湾市,99678,15598,7530,15.65,7.55,19153,14441,7168,75.40,37.42
2021/07/13,石垣市,49824,16006,9479,32.13,19.02,10655,9142,8952,85.80,84.02
2021/07/13,浦添市,115340,22537,6788,19.54,5.89,22580,16826,6542,74.52,28.97
2021/07/13,名護市,63389,14566,8308,22.98,13.11,13988,11471,7978,82.01,57.03
2021/07/13,糸満市,62191,11780,4215,18.94,6.78,12989,9658,3826,74.36,29.46
2021/07/13,沖縄市,142634,24110,11138,16.90,7.81,28810,21438,10752,74.41,37.32
2021/07/13,豊見城市,64953,11256,3329,17.33,5.13,12081,9148,3172,75.72,26.26
2021/07/13,うるま市,124457,19337,9908,15.54,7.96,27461,17760,9513,64.67,34.64
2021/07/13,宮古島市,55434,18479,14490,33.34,26.14,14280,12132,11137,84.96,77.99
2021/07/13,南城市,44245,10891,7514,24.62,16.98,11154,9160,7235,82.12,64.86
2021/07/13,国頭村,4673,1565,709,33.49,15.17,1622,1371,678,84.53,41.80
2021/07/13,大宜味村,3067,1400,732,45.65,23.87,1162,1005,698,86.49,60.07
2021/07/13,東村,1764,632,488,35.83,27.66,613,567,471,92.50,76.84
2021/07/13,今帰仁村,9360,2728,1353,29.15,14.46,3020,2283,1211,75.60,40.10
2021/07/13,本部町,13191,3550,1472,26.91,11.16,4056,3068,1289,75.64,31.78
2021/07/13,恩納村,11064,3599,2023,32.53,18.28,2638,2317,1862,87.83,70.58
2021/07/13,宜野座村,6106,2109,643,34.54,10.53,1461,1147,585,78.51,40.04
2021/07/13,金武町,11455,3057,1304,26.69,11.38,3018,2389,1080,79.16,35.79
2021/07/13,伊江村,4524,1731,1566,38.26,34.62,1480,1298,1248,87.70,84.32
2021/07/13,読谷村,41481,10161,4841,24.50,11.67,8879,6700,4410,75.46,49.67
2021/07/13,嘉手納町,13524,2787,1693,20.61,12.52,3226,2512,1633,77.87,50.62
2021/07/13,北谷町,28912,5102,2958,17.65,10.23,5784,4546,2824,78.60,48.82
2021/07/13,北中城村,17510,3773,1532,21.55,8.75,3849,3030,1487,78.72,38.63
2021/07/13,中城村,21762,5576,3426,25.62,15.74,4107,3615,3107,88.02,75.65
2021/07/13,西原町,35451,8700,5607,24.54,15.82,7425,6311,4749,85.00,63.96
2021/07/13,与那原町,19982,4504,2961,22.54,14.82,3946,3253,2632,82.44,66.70
2021/07/13,南風原町,39909,6574,3454,16.47,8.65,7262,5498,3290,75.71,45.30
2021/07/13,渡嘉敷村,711,464,425,65.26,59.77,157,154,146,98.09,92.99
2021/07/13,座間味村,914,566,543,61.93,59.41,213,185,176,86.85,82.63
2021/07/13,粟国村,696,479,263,68.82,37.79,257,227,216,88.33,84.05
2021/07/13,渡名喜村,356,242,226,67.98,63.48,157,124,111,78.98,70.70
2021/07/13,南大東村,1262,916,897,72.58,71.08,301,277,270,92.03,89.70
2021/07/13,北大東村,589,412,378,69.95,64.18,121,113,108,93.39,89.26
2021/07/13,伊平屋村,1231,828,616,67.26,50.04,347,337,325,97.12,93.66
2021/07/13,伊是名村,1408,849,832,60.30,59.09,431,377,368,87.47,85.38
2021/07/13,久米島町,7772,3944,2490,50.75,32.04,2298,2070,2005,90.08,87.25
2021/07/13,八重瀬町,31537,6460,3762,20.48,11.93,6727,5507,3608,81.86,53.63
2021/07/13,多良間村,1122,745,735,66.40,65.51,336,322,316,95.83,94.05
2021/07/13,竹富町,4342,1822,1383,41.96,31.85,988,866,645,87.65,65.28
2021/07/13,与那国町,1716,476,446,27.74,25.99,377,288,263,76.39,69.76
2021/07/14,（全国）,127138033,33841736,19613746,26.62,15.43,35486339,28134893,18537353,79.28,52.24
2021/07/14,（沖縄県）,1481547,312142,166685,21.07,11.25,323501,244817,150398,75.68,46.49
2021/07/14,那覇市,322011,55557,30707,17.25,9.54,74092,50131,29209,67.66,39.42
2021/07/14,宜野湾市,99678,15885,7959,15.94,7.98,19153,14699,7578,76.75,39.57
2021/07/14,石垣市,49824,16844,9514,33.81,19.10,10655,9159,8972,85.96,84.20
2021/07/14,浦添市,115340,23001,7667,19.94,6.65,22580,16930,7407,74.98,32.80
2021/07/14,名護市,63389,15037,8688,23.72,13.71,13988,11566,8331,82.69,59.56
2021/07/14,糸満市,62191,11985,4264,19.27,6.86,12989,9810,3863,75.53,29.74
2021/07/14,沖縄市,142634,24484,11185,17.17,7.84,28810,21488,10789,74.59,37.45
2021/07/14,豊見城市,64953,11343,3405,17.46,5.24,12081,9192,3236,76.09,26.79
2021/07/14,うるま市,124457,20936,10216,16.82,8.21,27461,18272,9814,66.54,35.74
2021/07/14,宮古島市,55434,18993,14729,34.26,26.57,14280,12164,11282,85.18,79.01
2021/07/14,南城市,44245,11160,7678,25.22,17.35,11154,9195,7383,82.44,66.19
2021/07/14,国頭村,4673,1570,712,33.60,15.24,1622,1373,681,84.65,41.99
2021/07/14,大宜味村,3067,1419,735,46.27,23.96,1162,1008,702,86.75,60.41
2021/07/14,東村,1764,649,600,36.79,34.01,613,571,554,93.15,90.38
2021/07/14,今帰仁村,9360,2730,1357,29.17,14.50,3020,2284,1214,75.63,40.20
2021/07/14,本部町,13191,3568,1537,27.05,11.65,4056,3076,1350,75.84,33.28
2021/07/14,恩納村,11064,3612,2028,32.65,18.33,2638,2319,1862,87.91,70.58
2021/07/14,宜野座村,6106,2110,644,34.56,10.55,1461,1148,585,78.58,40.04
2021/07/14,金武町,11455,3081,1587,26.90,13.85,3018,2390,1312,79.19,43.47
2021/07/14,伊江村,4524,1732,1566,38.28,34.62,1480,1300,1249,87.84,84.39
2021/07/14,読谷村,41481,10366,4864,24.99,11.73,8879,6774,4419,76.29,49.77
2021/07/14,嘉手納町,13524,2790,1697,20.63,12.55,3226,2514,1639,77.93,50.81
2021/07/14,北谷町,28912,5181,2985,17.92,10.32,5784,4603,2846,79.58,49.20
2021/07/14,北中城村,17510,3798,1598,21.69,9.13,3849,3031,1543,78.75,40.09
2021/07/14,中城村,21762,5752,3440,26.43,15.81,4107,3616,3116,88.04,75.87
2021/07/14,西原町,35451,8816,5758,24.87,16.24,7425,6354,4854,85.58,65.37
2021/07/14,与那原町,19982,4637,3038,23.21,15.20,3946,3258,2694,82.56,68.27
2021/07/14,南風原町,39909,6852,3494,17.17,8.75,7262,5723,3323,78.81,45.76
2021/07/14,渡嘉敷村,711,464,425,65.26,59.77,157,154,146,98.09,92.99
2021/07/14,座間味村,914,566,543,61.93,59.41,213,185,176,86.85,82.63
2021/07/14,粟国村,696,479,263,68.82,37.79,257,227,216,88.33,84.05
2021/07/14,渡名喜村,356,242,228,67.98,64.04,157,124,113,78.98,71.97
2021/07/14,南大東村,1262,916,897,72.58,71.08,301,277,270,92.03,89.70
2021/07/14,北大東村,589,412,378,69.95,64.18,121,113,108,93.39,89.26
2021/07/14,伊平屋村,1231,828,616,67.26,50.04,347,337,325,97.12,93.66
2021/07/14,伊是名村,1408,849,834,60.30,59.23,431,377,370,87.47,85.85
2021/07/14,久米島町,7772,3946,2492,50.77,32.06,2298,2070,2007,90.08,87.34
2021/07/14,八重瀬町,31537,6506,3788,20.63,12.01,6727,5528,3634,82.18,54.02
2021/07/14,多良間村,1122,747,735,66.58,65.51,336,322,316,95.83,94.05
2021/07/14,竹富町,4342,1823,1386,41.99,31.92,988,867,645,87.75,65.28
2021/07/14,与那国町,1716,476,448,27.74,26.11,377,288,265,76.39,70.29
2021/07/19,（全国）,127138033,37111110,22849539,29.19,17.97,35486339,29211153,21289629,82.32,59.99
2021/07/19,（沖縄県）,1481547,347110,199528,23.43,13.47,323501,252476,178299,78.04,55.12
2021/07/19,那覇市,322011,64632,36190,20.07,11.24,74092,52577,34199,70.96,46.16
2021/07/19,宜野湾市,99678,16444,10045,16.50,10.08,19153,15013,9542,78.38,49.82
2021/07/19,石垣市,49824,20510,10180,41.16,20.43,10655,9219,9142,86.52,85.80
2021/07/19,浦添市,115340,26894,12424,23.32,10.77,22580,17377,11817,76.96,52.33
2021/07/19,名護市,63389,15672,10007,24.72,15.79,13988,11722,9569,83.80,68.41
2021/07/19,糸満市,62191,12872,6413,20.70,10.31,12989,10154,5846,78.17,45.01
2021/07/19,沖縄市,142634,26713,16180,18.73,11.34,28810,22912,15097,79.53,52.40
2021/07/19,豊見城市,64953,12339,5754,19.00,8.86,12081,9478,5405,78.45,44.74
2021/07/19,うるま市,124457,22901,11421,18.40,9.18,27461,19210,10972,69.95,39.95
2021/07/19,宮古島市,55434,21072,15331,38.01,27.66,14280,12228,11643,85.63,81.53
2021/07/19,南城市,44245,12684,8307,28.67,18.78,11154,9400,7709,84.27,69.11
2021/07/19,国頭村,4673,1582,725,33.85,15.51,1622,1376,693,84.83,42.73
2021/07/19,大宜味村,3067,1507,1059,49.14,34.53,1162,1017,941,87.52,80.98
2021/07/19,東村,1764,655,601,37.13,34.07,613,573,555,93.47,90.54
2021/07/19,今帰仁村,9360,2778,1739,29.68,18.58,3020,2289,1557,75.79,51.56
2021/07/19,本部町,13191,3628,2168,27.50,16.44,4056,3105,1948,76.55,48.03
2021/07/19,恩納村,11064,3631,2433,32.82,21.99,2638,2323,2135,88.06,80.93
2021/07/19,宜野座村,6106,2450,653,40.12,10.69,1461,1158,589,79.26,40.31
2021/07/19,金武町,11455,3124,2012,27.27,17.56,3018,2396,1663,79.39,55.10
2021/07/19,伊江村,4524,1735,1568,38.35,34.66,1480,1300,1251,87.84,84.53
2021/07/19,読谷村,41481,11482,5046,27.68,12.16,8879,7047,4550,79.37,51.24
2021/07/19,嘉手納町,13524,3150,2250,23.29,16.64,3226,2588,2144,80.22,66.46
2021/07/19,北谷町,28912,5588,3508,19.33,12.13,5784,4745,3319,82.04,57.38
2021/07/19,北中城村,17510,4036,1768,23.05,10.10,3849,3077,1693,79.94,43.99
2021/07/19,中城村,21762,5876,3732,27.00,17.15,4107,3624,3251,88.24,79.16
2021/07/19,西原町,35451,9545,6722,26.92,18.96,7425,6444,5337,86.79,71.88
2021/07/19,与那原町,19982,6331,3290,31.68,16.46,3946,3330,2883,84.39,73.06
2021/07/19,南風原町,39909,7548,4032,18.91,10.10,7262,5831,3795,80.29,52.26
2021/07/19,渡嘉敷村,711,464,427,65.26,60.06,157,154,148,98.09,94.27
2021/07/19,座間味村,914,570,545,62.36,59.63,213,189,178,88.73,83.57
2021/07/19,粟国村,696,482,470,69.25,67.53,257,229,222,89.11,86.38
2021/07/19,渡名喜村,356,243,230,68.26,64.61,157,124,115,78.98,73.25
2021/07/19,南大東村,1262,920,905,72.90,71.71,301,281,274,93.36,91.03
2021/07/19,北大東村,589,413,409,70.12,69.44,121,114,109,94.21,90.08
2021/07/19,伊平屋村,1231,828,618,67.26,50.20,347,337,326,97.12,93.95
2021/07/19,伊是名村,1408,850,835,60.37,59.30,431,377,371,87.47,86.08
2021/07/19,久米島町,7772,5049,2520,64.96,32.42,2298,2086,2019,90.77,87.86
2021/07/19,八重瀬町,31537,6855,4133,21.74,13.11,6727,5592,3943,83.13,58.61
2021/07/19,多良間村,1122,749,736,66.76,65.60,336,323,317,96.13,94.35
2021/07/19,竹富町,4342,1829,1692,42.12,38.97,988,868,765,87.85,77.43
2021/07/19,与那国町,1716,479,450,27.91,26.22,377,289,267,76.66,70.82
2021/07/20,（全国）,127138033,38133442,23803270,29.99,18.72,35486339,29504236,22026287,83.14,62.07
2021/07/20,（沖縄県）,1481547,354418,204243,23.92,13.79,323501,254551,181840,78.69,56.21
2021/07/20,那覇市,322011,66121,36945,20.53,11.47,74092,53173,34901,71.77,47.10
2021/07/20,宜野湾市,99678,16567,10243,16.62,10.28,19153,15081,9724,78.74,50.77
2021/07/20,石垣市,49824,20991,10689,42.13,21.45,10655,9222,9152,86.55,85.89
2021/07/20,浦添市,115340,27066,12963,23.47,11.24,22580,17445,12290,77.26,54.43
2021/07/20,名護市,63389,16065,10170,25.34,16.04,13988,11758,9707,84.06,69.40
2021/07/20,糸満市,62191,12952,7179,20.83,11.54,12989,10182,6598,78.39,50.80
2021/07/20,沖縄市,142634,26741,16195,18.75,11.35,28810,22927,15109,79.58,52.44
2021/07/20,豊見城市,64953,12686,5859,19.53,9.02,12081,9695,5490,80.25,45.44
2021/07/20,うるま市,124457,24188,11660,19.43,9.37,27461,20044,11202,72.99,40.79
2021/07/20,宮古島市,55434,22588,15516,40.75,27.99,14280,12259,11720,85.85,82.07
2021/07/20,南城市,44245,12841,8356,29.02,18.89,11154,9420,7736,84.45,69.36
2021/07/20,国頭村,4673,1582,729,33.85,15.60,1622,1376,696,84.83,42.91
2021/07/20,大宜味村,3067,1508,1102,49.17,35.93,1162,1017,946,87.52,81.41
2021/07/20,東村,1764,656,603,37.19,34.18,613,573,557,93.47,90.86
2021/07/20,今帰仁村,9360,2779,1747,29.69,18.66,3020,2289,1563,75.79,51.75
2021/07/20,本部町,13191,3646,2173,27.64,16.47,4056,3110,1952,76.68,48.13
2021/07/20,恩納村,11064,3775,2544,34.12,22.99,2638,2329,2217,88.29,84.04
2021/07/20,宜野座村,6106,2554,691,41.83,11.32,1461,1168,610,79.95,41.75
2021/07/20,金武町,11455,3134,2107,27.36,18.39,3018,2400,1749,79.52,57.95
2021/07/20,伊江村,4524,1789,1575,39.54,34.81,1480,1306,1253,88.24,84.66
2021/07/20,読谷村,41481,11513,5093,27.75,12.28,8879,7068,4582,79.60,51.60
2021/07/20,嘉手納町,13524,3151,2251,23.30,16.64,3226,2587,2144,80.19,66.46
2021/07/20,北谷町,28912,5618,3542,19.43,12.25,5784,4762,3351,82.33,57.94
2021/07/20,北中城村,17510,4095,1776,23.39,10.14,3849,3105,1699,80.67,44.14
2021/07/20,中城村,21762,5885,3823,27.04,17.57,4107,3624,3254,88.24,79.23
2021/07/20,西原町,35451,9593,6884,27.06,19.42,7425,6459,5462,86.99,73.56
2021/07/20,与那原町,19982,6700,3399,33.53,17.01,3946,3343,2958,84.72,74.96
2021/07/20,南風原町,39909,7747,4165,19.41,10.44,7262,5852,3906,80.58,53.79
2021/07/20,渡嘉敷村,711,464,427,65.26,60.06,157,154,148,98.09,94.27
2021/07/20,座間味村,914,570,545,62.36,59.63,213,189,178,88.73,83.57
2021/07/20,粟国村,696,482,470,69.25,67.53,257,229,222,89.11,86.38
2021/07/20,渡名喜村,356,243,231,68.26,64.89,157,124,116,78.98,73.89
2021/07/20,南大東村,1262,920,907,72.90,71.87,301,281,276,93.36,91.69
2021/07/20,北大東村,589,413,409,70.12,69.44,121,114,109,94.21,90.08
2021/07/20,伊平屋村,1231,834,618,67.75,50.20,347,337,326,97.12,93.95
2021/07/20,伊是名村,1408,850,835,60.37,59.30,431,377,371,87.47,86.08
2021/07/20,久米島町,7772,5089,2554,65.48,32.86,2298,2089,2032,90.91,88.42
2021/07/20,八重瀬町,31537,6963,4386,22.08,13.91,6727,5602,4184,83.28,62.20
2021/07/20,多良間村,1122,749,737,66.76,65.69,336,323,317,96.13,94.35
2021/07/20,竹富町,4342,1830,1695,42.15,39.04,988,869,766,87.96,77.53
2021/07/20,与那国町,1716,480,450,27.97,26.22,377,289,267,76.66,70.82
2021/07/25,（全国）,127138033,39793156,25852731,31.30,20.33,35486339,29884555,23530221,84.21,66.31
2021/07/25,（沖縄県）,1481547,372808,225184,25.16,15.20,323501,258340,198321,79.86,61.30
2021/07/25,那覇市,322011,71303,42919,22.14,13.33,74092,54547,40320,73.62,54.42
2021/07/25,宜野湾市,99678,17028,11344,17.08,11.38,19153,15139,10756,79.04,56.16
2021/07/25,石垣市,49824,22540,11924,45.24,23.93,10655,9268,9265,86.98,86.95
2021/07/25,浦添市,115340,29000,14620,25.14,12.68,22580,17550,13759,77.72,60.93
2021/07/25,名護市,63389,16259,11072,25.65,17.47,13988,11803,10109,84.38,72.27
2021/07/25,糸満市,62191,13280,8060,21.35,12.96,12989,10270,7300,79.07,56.20
2021/07/25,沖縄市,142634,27983,16917,19.62,11.86,28810,23149,15702,80.35,54.50
2021/07/25,豊見城市,64953,13487,7595,20.76,11.69,12081,9829,6844,81.36,56.65
2021/07/25,うるま市,124457,25483,12930,20.48,10.39,27461,20640,12400,75.16,45.15
2021/07/25,宮古島市,55434,23145,15758,41.75,28.43,14280,12279,11761,85.99,82.36
2021/07/25,南城市,44245,13197,8567,29.83,19.36,11154,9492,7819,85.10,70.10
2021/07/25,国頭村,4673,1650,755,35.31,16.16,1622,1396,707,86.07,43.59
2021/07/25,大宜味村,3067,1550,1151,50.54,37.53,1162,1018,955,87.61,82.19
2021/07/25,東村,1764,1130,616,64.06,34.92,613,577,563,94.13,91.84
2021/07/25,今帰仁村,9360,3107,1825,33.19,19.50,3020,2577,1575,85.33,52.15
2021/07/25,本部町,13191,3681,2645,27.91,20.05,4056,3118,2398,76.87,59.12
2021/07/25,恩納村,11064,4303,2562,38.89,23.16,2638,2334,2225,88.48,84.34
2021/07/25,宜野座村,6106,2564,695,41.99,11.38,1461,1170,612,80.08,41.89
2021/07/25,金武町,11455,3202,2730,27.95,23.83,3018,2408,2232,79.79,73.96
2021/07/25,伊江村,4524,1793,1576,39.63,34.84,1480,1309,1255,88.45,84.80
2021/07/25,読谷村,41481,11542,5131,27.82,12.37,8879,7073,4601,79.66,51.82
2021/07/25,嘉手納町,13524,3538,2620,26.16,19.37,3226,2604,2400,80.72,74.40
2021/07/25,北谷町,28912,5866,4110,20.29,14.22,5784,4789,3847,82.80,66.51
2021/07/25,北中城村,17510,4645,2660,26.53,15.19,3849,3177,2501,82.54,64.98
2021/07/25,中城村,21762,5913,3889,27.17,17.87,4107,3626,3263,88.29,79.45
2021/07/25,西原町,35451,9910,7133,27.95,20.12,7425,6494,5628,87.46,75.80
2021/07/25,与那原町,19982,6891,3455,34.49,17.29,3946,3352,2979,84.95,75.49
2021/07/25,南風原町,39909,8394,5394,21.03,13.52,7262,6234,5032,85.84,69.29
2021/07/25,渡嘉敷村,711,469,456,65.96,64.14,157,154,151,98.09,96.18
2021/07/25,座間味村,914,570,545,62.36,59.63,213,190,179,89.20,84.04
2021/07/25,粟国村,696,482,470,69.25,67.53,257,229,222,89.11,86.38
2021/07/25,渡名喜村,356,243,231,68.26,64.89,157,124,116,78.98,73.89
2021/07/25,南大東村,1262,921,907,72.98,71.87,301,283,277,94.02,92.03
2021/07/25,北大東村,589,413,410,70.12,69.61,121,114,110,94.21,90.91
2021/07/25,伊平屋村,1231,835,618,67.83,50.20,347,338,326,97.41,93.95
2021/07/25,伊是名村,1408,850,838,60.37,59.52,431,377,373,87.47,86.54
2021/07/25,久米島町,7772,5379,2571,69.21,33.08,2298,2094,2042,91.12,88.86
2021/07/25,八重瀬町,31537,7198,4599,22.82,14.58,6727,5731,4362,85.19,64.84
2021/07/25,多良間村,1122,750,739,66.84,65.86,336,324,319,96.43,94.94
2021/07/25,竹富町,4342,1832,1696,42.19,39.06,988,870,768,88.06,77.73
2021/07/25,与那国町,1716,482,451,28.09,26.28,377,290,268,76.92,71.09
2021/07/27,（全国）,127138033,41091427,27735799,32.32,21.82,35486339,30146315,24835699,84.95,69.99
2021/07/27,（沖縄県）,1481547,387399,242675,26.15,16.38,323501,261653,210896,80.88,65.19
2021/07/27,那覇市,322011,74384,45202,23.10,14.04,74092,55859,42323,75.39,57.12
2021/07/27,宜野湾市,99678,17475,12624,17.53,12.66,19153,15193,11927,79.32,62.27
2021/07/27,石垣市,49824,23396,12298,46.96,24.68,10655,9292,9365,87.21,87.89
2021/07/27,浦添市,115340,31633,16568,27.43,14.36,22580,17875,15008,79.16,66.47
2021/07/27,名護市,63389,16647,11470,26.26,18.09,13988,11853,10449,84.74,74.70
2021/07/27,糸満市,62191,13598,9261,21.86,14.89,12989,10299,8259,79.29,63.58
2021/07/27,沖縄市,142634,28979,18493,20.32,12.97,28810,23432,16850,81.33,58.49
2021/07/27,豊見城市,64953,13795,7957,21.24,12.25,12081,9909,7150,82.02,59.18
2021/07/27,うるま市,124457,26458,14513,21.26,11.66,27461,21180,13878,77.13,50.54
2021/07/27,宮古島市,55434,24157,16330,43.58,29.46,14280,12346,11938,86.46,83.60
2021/07/27,南城市,44245,14161,9467,32.01,21.40,11154,9542,8447,85.55,75.73
2021/07/27,国頭村,4673,1636,766,35.01,16.39,1622,1399,710,86.25,43.77
2021/07/27,大宜味村,3067,1568,1211,51.12,39.48,1162,1019,974,87.69,83.82
2021/07/27,東村,1764,1153,616,65.36,34.92,613,577,563,94.13,91.84
2021/07/27,今帰仁村,9360,3115,1832,33.28,19.57,3020,2579,1579,85.40,52.28
2021/07/27,本部町,13191,4270,2898,32.37,21.97,4056,3450,2500,85.06,61.64
2021/07/27,恩納村,11064,4487,2632,40.55,23.79,2638,2338,2244,88.63,85.06
2021/07/27,宜野座村,6106,2572,1054,42.12,17.26,1461,1171,908,80.15,62.15
2021/07/27,金武町,11455,3220,2872,28.11,25.07,3018,2408,2315,79.79,76.71
2021/07/27,伊江村,4524,1803,1642,39.85,36.30,1480,1311,1269,88.58,85.74
2021/07/27,読谷村,41481,11992,5667,28.91,13.66,8879,7093,5070,79.89,57.10
2021/07/27,嘉手納町,13524,3546,2640,26.22,19.52,3226,2604,2412,80.72,74.77
2021/07/27,北谷町,28912,6010,4231,20.79,14.63,5784,4794,3935,82.88,68.03
2021/07/27,北中城村,17510,4918,2725,28.09,15.56,3849,3196,2538,83.03,65.94
2021/07/27,中城村,21762,6052,4834,27.81,22.21,4107,3630,3479,88.39,84.71
2021/07/27,西原町,35451,9903,7498,27.93,21.15,7425,6508,5859,87.65,78.91
2021/07/27,与那原町,19982,6979,3730,34.93,18.67,3946,3356,3083,85.05,78.13
2021/07/27,南風原町,39909,8708,6120,21.82,15.33,7262,6272,5614,86.37,77.31
2021/07/27,渡嘉敷村,711,479,457,67.37,64.28,157,154,151,98.09,96.18
2021/07/27,座間味村,914,572,545,62.58,59.63,213,191,179,89.67,84.04
2021/07/27,粟国村,696,484,472,69.54,67.82,257,230,223,89.49,86.77
2021/07/27,渡名喜村,356,245,233,68.82,65.45,157,126,118,80.25,75.16
2021/07/27,南大東村,1262,925,909,73.30,72.03,301,284,277,94.35,92.03
2021/07/27,北大東村,589,413,410,70.12,69.61,121,114,110,94.21,90.91
2021/07/27,伊平屋村,1231,840,619,68.24,50.28,347,338,327,97.41,94.24
2021/07/27,伊是名村,1408,850,838,60.37,59.52,431,377,373,87.47,86.54
2021/07/27,久米島町,7772,5409,2600,69.60,33.45,2298,2099,2053,91.34,89.34
2021/07/27,八重瀬町,31537,7334,5471,23.26,17.35,6727,5768,5082,85.74,75.55
2021/07/27,多良間村,1122,750,739,66.84,65.86,336,324,319,96.43,94.94
2021/07/27,竹富町,4342,1832,1703,42.19,39.22,988,870,770,88.06,77.94
2021/07/27,与那国町,1716,651,528,37.94,30.77,377,293,268,77.72,71.09
2021/08/04,（全国）,127138033,46192613,33848367,36.33,26.62,35486339,30906100,28119129,87.09,79.24
2021/08/04,（沖縄県）,1481547,442722,304469,29.88,20.55,323501,268957,241754,83.14,74.73
2021/08/04,那覇市,322011,91604,57443,28.45,17.84,74092,59084,50084,79.74,67.60
2021/08/04,宜野湾市,99678,19954,15841,20.02,15.89,19153,15414,14612,80.48,76.29
2021/08/04,石垣市,49824,25338,16935,50.86,33.99,10655,9367,9529,87.91,89.43
2021/08/04,浦添市,115340,34638,20862,30.03,18.09,22580,18266,16841,80.89,74.58
2021/08/04,名護市,63389,17611,14681,27.78,23.16,13988,11974,11398,85.60,81.48
2021/08/04,糸満市,62191,14959,11595,24.05,18.64,12989,10499,9564,80.83,73.63
2021/08/04,沖縄市,142634,33502,22616,23.49,15.86,28810,23933,19810,83.07,68.76
2021/08/04,豊見城市,64953,15410,11262,23.72,17.34,12081,10139,9515,83.93,78.76
2021/08/04,うるま市,124457,31389,19074,25.22,15.33,27461,22185,17482,80.79,63.66
2021/08/04,宮古島市,55434,28150,18423,50.78,33.23,14280,12505,12102,87.57,84.75
2021/08/04,南城市,44245,15657,10982,35.39,24.82,11154,9681,9237,86.79,82.81
2021/08/04,国頭村,4673,1652,1565,35.35,33.49,1622,1404,1364,86.56,84.09
2021/08/04,大宜味村,3067,1769,1350,57.68,44.02,1162,1031,993,88.73,85.46
2021/08/04,東村,1764,1154,627,65.42,35.54,613,580,568,94.62,92.66
2021/08/04,今帰仁村,9360,3175,2586,33.92,27.63,3020,2591,2247,85.79,74.40
2021/08/04,本部町,13191,4625,3435,35.06,26.04,4056,3482,2939,85.85,72.46
2021/08/04,恩納村,11064,4925,3474,44.51,31.40,2638,2344,2289,88.86,86.77
2021/08/04,宜野座村,6106,1212,1187,19.85,19.44,1461,1173,1149,80.29,78.64
2021/08/04,金武町,11455,3875,3086,33.83,26.94,3018,2492,2442,82.57,80.91
2021/08/04,伊江村,4524,1815,1702,40.12,37.62,1480,1332,1299,90.00,87.77
2021/08/04,読谷村,41481,13311,9758,32.09,23.52,8879,7252,6534,81.68,73.59
2021/08/04,嘉手納町,13524,4253,2784,31.45,20.59,3226,2644,2469,81.96,76.53
2021/08/04,北谷町,28912,7163,4803,24.78,16.61,5784,4876,4340,84.30,75.03
2021/08/04,北中城村,17510,5864,3519,33.49,20.10,3849,3248,2907,84.39,75.53
2021/08/04,中城村,21762,6149,5365,28.26,24.65,4107,3639,3506,88.60,85.37
2021/08/04,西原町,35451,11970,8611,33.76,24.29,7425,6662,6272,89.72,84.47
2021/08/04,与那原町,19982,7500,4514,37.53,22.59,3946,3414,3278,86.52,83.07
2021/08/04,南風原町,39909,9771,6850,24.48,17.16,7262,6408,6022,88.24,82.92
2021/08/04,渡嘉敷村,711,481,476,67.65,66.95,157,155,154,98.73,98.09
2021/08/04,座間味村,914,574,548,62.80,59.96,213,193,183,90.61,85.92
2021/08/04,粟国村,696,485,471,69.68,67.67,257,232,225,90.27,87.55
2021/08/04,渡名喜村,356,244,236,68.54,66.29,157,127,122,80.89,77.71
2021/08/04,南大東村,1262,921,908,72.98,71.95,301,286,280,95.02,93.02
2021/08/04,北大東村,589,413,410,70.12,69.61,121,114,111,94.21,91.74
2021/08/04,伊平屋村,1231,883,807,71.73,65.56,347,339,333,97.69,95.97
2021/08/04,伊是名村,1408,853,839,60.58,59.59,431,381,375,88.40,87.01
2021/08/04,久米島町,7772,5469,3664,70.37,47.14,2298,2118,2072,92.17,90.17
2021/08/04,八重瀬町,31537,8045,6615,25.51,20.98,6727,5901,5661,87.72,84.15
2021/08/04,多良間村,1122,750,741,66.84,66.04,336,326,320,97.02,95.24
2021/08/04,竹富町,4342,1856,1802,42.75,41.50,988,872,856,88.26,86.64
2021/08/04,与那国町,1716,658,627,38.34,36.54,377,298,276,79.05,73.21
2021/08/08,（全国）,127138033,48427760,36143030,38.09,28.43,35486339,31076210,28891390,87.57,81.42
2021/08/08,（沖縄県）,1481547,472245,329014,31.88,22.21,323501,271419,246723,83.90,76.27
2021/08/08,那覇市,322011,99116,63627,30.78,19.76,74092,59750,51789,80.64,69.90
2021/08/08,宜野湾市,99678,22228,16495,22.30,16.55,19153,15620,14919,81.55,77.89
2021/08/08,石垣市,49824,25990,20569,52.16,41.28,10655,9766,9727,91.66,91.29
2021/08/08,浦添市,115340,35803,23011,31.04,19.95,22580,18368,17222,81.35,76.27
2021/08/08,名護市,63389,20412,15989,32.20,25.22,13988,12210,11647,87.29,83.26
